PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
2020006045,CARN,Building Residential - New,CAA01R301,Single Family Residence,292256.39,2883.00,DONE,01-28-2020,02-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-06-2020
2020005562,CARN,Building Residential - New,CAA01R301,Single Family Residence,285661.12,2816.00,DONE,01-27-2020,02-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
2020003334,CARN,Building Residential - New,CAA01R301,Single Family Residence,141826.35,1259.00,DONE,01-16-2020,02-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-03-2020
2019074761,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1200000.00,0.00,ISSUE,12-06-2019,02-12-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-06-2020
2019059228,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",325000.00,0.00,DONE,09-27-2019,02-12-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2019
2020007087,CARN,Building Residential - New,CAA01R301,Single Family Residence,267679.86,2628.00,ISSUE,01-31-2020,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-07-2020
2020000590,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",309787.50,2750.00,ISSUE,01-06-2020,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-06-2020
2020005490,CARN,Building Residential - New,CAA01R301,Single Family Residence,220143.71,2203.00,DONE,01-24-2020,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
2019070958,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",85000.00,0.00,DONE,11-19-2019,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-17-2019
2020006877,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5176.00,5176.00,DONE,01-31-2020,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-13-2020
2019075030,CACR,Building Commercial - Rehab,CAF24M003,"Automobile Convenience, Markets",40000.00,0.00,DONE,12-09-2019,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-13-2020
2019075534,CACR,Building Commercial - Rehab,CAF24M003,"Automobile Convenience, Markets",40000.00,0.00,DONE,12-10-2019,02-13-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-13-2020
2020008727,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,2000.00,0.00,ISSUE,02-10-2020,02-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-10-2020
2019056187,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",1832171.00,0.00,DONE,09-17-2019,02-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,10-01-2019
2020000028,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),15000.00,0.00,ISSUE,01-02-2020,02-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-02-2020
2019053886,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,65000.00,0.00,ISSUE,09-06-2019,02-14-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,11-05-2019
2019053886,CARN,Building Residential - New,CAA11R301,Detached Accessory Dwelling Unit,65000.00,0.00,ISSUE,09-06-2019,02-14-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-28-2020
2019075001,CACR,Building Commercial - Rehab,CAF24M003,"Automobile Convenience, Markets",40000.00,0.00,DONE,12-09-2019,02-18-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-09-2019
2019077041,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),12000.00,0.00,DONE,12-17-2019,02-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-17-2019
2019074328,CARN,Building Residential - New,CAA01R301,Single Family Residence,346956.73,3467.00,DONE,12-05-2019,02-19-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,12-10-2019
2020005686,CARN,Building Residential - New,CAA01R301,Single Family Residence,251082.72,2660.00,ISSUE,01-27-2020,02-19-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
2020009614,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",12496.40,280.00,ISSUE,02-12-2020,02-20-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-20-2020
2020006305,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),60000.00,0.00,ISSUE,01-29-2020,02-20-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-29-2020
2020010098,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",42000.00,0.00,ISSUE,02-14-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-14-2020
2020006690,CARN,Building Residential - New,CAA01R301,Single Family Residence,261475.51,2585.00,DONE,01-30-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
2019074089,CARN,Building Residential - New,CAA01R301,Single Family Residence,246514.30,2454.00,DONE,12-04-2019,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,12-12-2019
2020001116,CARN,Building Residential - New,CAA01R301,Single Family Residence,260848.28,2606.00,DONE,01-07-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-11-2020
2020001118,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",24278.72,544.00,ISSUE,01-07-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-11-2020
2020001106,CARN,Building Residential - New,CAA01R301,Single Family Residence,285127.00,3150.00,DONE,01-07-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-11-2020
2020001110,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",24278.72,544.00,DONE,01-07-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-11-2020
2019021853,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",585698.40,5040.00,DONE,04-15-2019,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-22-2020
2019058370,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1362000.00,0.00,DONE,09-25-2019,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-03-2019
2019058370,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1362000.00,0.00,DONE,09-25-2019,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,09-25-2019
2020011598,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",24635.76,552.00,ISSUE,02-21-2020,02-21-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-21-2020
2020003451,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,22747.00,47.00,ISSUE,01-16-2020,02-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-16-2020
2020010496,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,13746.04,308.00,ISSUE,02-18-2020,02-24-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-24-2020
2019052480,CACN,Building Commercial - New,CAF20M001,"Retail, Department / Retail Stores",3605763.88,31028.00,DONE,08-30-2019,02-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-30-2020
2019052482,CACH,Building Commercial - Shell,CAF30A203,Restaurant (Fast Food),231183.37,2310.00,ISSUE,08-30-2019,02-24-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-04-2020
2020011923,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",7631.73,171.00,ISSUE,02-24-2020,02-24-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-24-2020
2020001084,CARN,Building Residential - New,CAA01R301,Single Family Residence,155358.36,1486.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-18-2020
2020001087,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",17852.00,400.00,ISSUE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001091,CARN,Building Residential - New,CAA01R301,Single Family Residence,172851.36,1596.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-18-2020
2020001094,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",17852.00,400.00,ISSUE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001095,CARN,Building Residential - New,CAA01R301,Single Family Residence,172851.36,1596.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-18-2020
2020001096,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",45060.00,400.00,ISSUE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001164,CARN,Building Residential - New,CAA01R301,Single Family Residence,172851.36,1596.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-18-2020
2020001165,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",17852.00,400.00,ISSUE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001098,CARN,Building Residential - New,CAA01R301,Single Family Residence,155938.55,1499.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-18-2020
2020001100,CARN,Building Residential - New,CAA01R301,Single Family Residence,17852.00,400.00,ISSUE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020002840,CARN,Building Residential - New,CAA01R301,Single Family Residence,352944.97,3685.00,DONE,01-14-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-06-2020
2020002843,CARN,Building Residential - New,CAA01R301,Single Family Residence,375145.10,3934.00,DONE,01-14-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-12-2020
2020001121,CARN,Building Residential - New,CAA01R301,Single Family Residence,182547.34,1734.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001126,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001133,CARN,Building Residential - New,CAA01R301,Single Family Residence,192110.21,1773.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001136,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001142,CARN,Building Residential - New,CAA01R301,Single Family Residence,172851.36,1596.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020012160,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,2000.00,0.00,ISSUE,02-25-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-25-2020
2020001143,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001146,CARN,Building Residential - New,CAA01R301,Single Family Residence,172851.36,1596.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001147,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001149,CARN,Building Residential - New,CAA01R301,Single Family Residence,192110.21,1773.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001152,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001156,CARN,Building Residential - New,CAA01R301,Single Family Residence,155938.55,1499.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020001158,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",19057.01,427.00,DONE,01-07-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-18-2020
2020006523,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",25000.00,0.00,DONE,01-30-2020,02-25-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-30-2020
2020007102,CARN,Building Residential - New,CAA01R301,Single Family Residence,288121.96,2894.00,DONE,02-01-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-21-2020
2020008101,CARN,Building Residential - New,CAA01R301,Single Family Residence,195840.89,2009.00,DONE,02-05-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-24-2020
2020010742,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,100000.00,0.00,ISSUE,02-19-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-21-2020
2020010744,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",50000.00,0.00,ISSUE,02-19-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-21-2020
2020010464,CARN,Building Residential - New,CAA01R301,Single Family Residence,277092.00,0.00,DONE,02-18-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-26-2020
2020001541,CARN,Building Residential - New,CAA01R301,Single Family Residence,385647.20,0.00,DONE,01-08-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-14-2020
2020007474,CARN,Building Residential - New,CAA01R301,Single Family Residence,357255.20,0.00,DONE,02-04-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-14-2020
2020012805,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",29678.95,665.00,ISSUE,02-26-2020,02-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-26-2020
2020008735,CARN,Building Residential - New,CAA01R301,Single Family Residence,318093.60,2944.00,DONE,02-10-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-26-2020
2020008726,CARN,Building Residential - New,CAA01R301,Single Family Residence,318093.60,2944.00,DONE,02-10-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-26-2020
2020012931,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",2000.00,0.00,ISSUE,02-27-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-27-2020
2019075383,CACR,Building Commercial - Rehab,CAH12Z001,Artisan Distillery,60000.00,0.00,DONE,12-10-2019,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-31-2020
2020006693,CARN,Building Residential - New,CAA01R301,Single Family Residence,299965.00,3010.00,ISSUE,01-30-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-19-2020
2019052965,CACN,Building Commercial - New,CAF02B003,"Atm, Bank",501164.64,3184.00,ISSUE,09-03-2019,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-21-2020
2020013096,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,100000.00,0.00,ISSUE,02-27-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-27-2020
2020008656,CARN,Building Residential - New,CAA01R301,Single Family Residence,248935.14,2746.00,DONE,02-07-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-27-2020
2020008643,CARN,Building Residential - New,CAA01R301,Single Family Residence,245345.13,2725.00,DONE,02-07-2020,02-27-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-27-2020
2020013281,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,45000.00,0.00,ISSUE,02-28-2020,02-28-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-28-2020
2019076106,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),150000.00,0.00,DONE,12-12-2019,02-28-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-12-2019
2020002684,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,82386.00,336.00,ISSUE,01-13-2020,03-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,01-16-2020
2020011127,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",100000.00,0.00,DONE,02-20-2020,03-02-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-20-2020
2020011993,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",2000.00,0.00,ISSUE,02-24-2020,03-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-24-2020
2019075624,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",100000.00,0.00,DONE,12-11-2019,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-11-2019
2020011846,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,48697.96,444.00,ISSUE,02-24-2020,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-04-2020
2020013183,CARA,Building Residential - Addition,CAA14U011,"Accessory Structure, Shed / Storage Bldg",23351.00,0.00,ISSUE,02-27-2020,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-04-2020
2019069796,CACR,Building Commercial - Rehab,CAE02I002,"Hospital, Institutional I-2",2306736.00,0.00,ISSUE,11-14-2019,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,11-14-2019
2019078823,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",600000.00,0.00,DONE,12-30-2019,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-31-2019
2020009602,CARN,Building Residential - New,CAA01R301,Single Family Residence,363028.95,3615.00,DONE,02-12-2020,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-02-2020
2020008600,CARN,Building Residential - New,CAA01R301,Single Family Residence,355447.44,3610.00,DONE,02-07-2020,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-02-2020
2019066480,CACH,Building Commercial - Shell,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",557489.88,7186.00,DONE,10-30-2019,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,12-20-2019
2019076885,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,415365.00,0.00,ISSUE,12-17-2019,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-17-2019
2020002346,CACN,Building Commercial - New,CAD03B000,"Leasing / Sales Office, Other",15000.00,0.00,DONE,01-13-2020,03-04-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,02-27-2020
2020014022,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",65000.00,0.00,ISSUE,03-04-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-04-2020
2020012920,CARR,Building Residential - Rehab,CAA03R301,"Multifamily, Townhome",10000.00,0.00,DONE,02-27-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-05-2020
2020010817,CARN,Building Residential - New,CAA01R301,Single Family Residence,286128.00,0.00,DONE,02-19-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-02-2020
2020011828,CARN,Building Residential - New,CAA01R301,Single Family Residence,292400.80,0.00,DONE,02-24-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-02-2020
2020011451,CARN,Building Residential - New,CAA01R301,Single Family Residence,283496.00,0.00,DONE,02-21-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-28-2020
2020011580,CARN,Building Residential - New,CAA01R301,Single Family Residence,252356.00,0.00,DONE,02-21-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-28-2020
2020009363,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),299850.00,0.00,ISSUE,02-12-2020,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-21-2020
2019069691,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,2500001.00,1.00,ISSUE,11-13-2019,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-09-2019
2019064663,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",601634.08,10081.00,DONE,10-23-2019,03-05-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,10-23-2019
2020014710,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,18500.00,0.00,DONE,03-06-2020,03-06-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020009596,CARN,Building Residential - New,CAA01R301,Single Family Residence,290304.53,2949.00,DONE,02-12-2020,03-06-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-28-2020
2020013995,CARN,Building Residential - New,CAA01R301,Single Family Residence,332453.10,3372.00,DONE,03-04-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020013992,CARN,Building Residential - New,CAA01R301,Single Family Residence,303367.82,2871.00,DONE,03-04-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-06-2020
2020001992,CACR,Building Commercial - Rehab,CAD01B003,"Financial Institution, Banks",1100000.00,0.00,DONE,01-10-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,01-10-2020
2020008797,CARN,Building Residential - New,CAA01R301,Single Family Residence,322750.40,3170.00,ISSUE,02-10-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020012824,CARN,Building Residential - New,CAA01R301,Single Family Residence,220366.86,2208.00,ISSUE,02-26-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020012421,CARN,Building Residential - New,CAA01R301,Single Family Residence,187392.40,1902.00,ISSUE,02-25-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020009533,CARN,Building Residential - New,CAA01R301,Single Family Residence,233047.14,2208.00,ISSUE,02-12-2020,03-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020013996,CARN,Building Residential - New,CAA01R301,Single Family Residence,403717.44,3626.00,DONE,03-04-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020011113,CARN,Building Residential - New,CAA01R301,Single Family Residence,357533.10,3470.00,DONE,02-20-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013990,CARN,Building Residential - New,CAA01R301,Single Family Residence,337773.40,3105.00,DONE,03-04-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2019011070,CACN,Building Commercial - New,CAL12A303,"Recreation Center, Community Halls",575000.00,0.00,DONE,02-25-2019,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,01-29-2020
2020013793,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",90520.00,520.00,ISSUE,03-02-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-10-2020
2020015641,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,20000.00,0.00,ISSUE,03-10-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-10-2020
2020015267,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",60123.00,0.00,ISSUE,03-09-2020,03-10-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-09-2020
2020013650,CARN,Building Residential - New,CAA01R301,Single Family Residence,352153.48,3203.00,DONE,03-02-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-06-2020
2020013893,CARN,Building Residential - New,CAA01R301,Single Family Residence,304980.48,2921.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013894,CARN,Building Residential - New,CAA01R301,Single Family Residence,279796.16,2759.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013890,CARN,Building Residential - New,CAA01R301,Single Family Residence,311066.28,3047.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013898,CARN,Building Residential - New,CAA01R301,Single Family Residence,311066.28,3047.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013899,CARN,Building Residential - New,CAA01R301,Single Family Residence,311066.28,3047.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013925,CARN,Building Residential - New,CAA01R301,Single Family Residence,346589.60,3340.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013875,CARN,Building Residential - New,CAA01R301,Single Family Residence,376107.90,3483.00,ISSUE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
2020013879,CARN,Building Residential - New,CAA01R301,Single Family Residence,329064.82,3101.00,DONE,03-03-2020,03-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,03-05-2020
