PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
2019045858,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",343800.66,3524,DONE,8/1/2019,8/7/2019
2019045906,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",332993.16,3460,DONE,8/1/2019,8/7/2019
2019045870,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",343800.66,3524,DONE,8/1/2019,8/7/2019
2019045908,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",343800.66,3524,DONE,8/1/2019,8/7/2019
2019045873,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",308662.88,3460,DONE,8/1/2019,8/7/2019
2019045880,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",343800.66,3524,DONE,8/1/2019,8/7/2019
2019045882,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",332993.16,3460,DONE,8/1/2019,8/7/2019
2019045911,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",332993.16,3460,ISSUE,8/1/2019,8/7/2019
2019045883,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",367746.3,3820,DONE,8/1/2019,8/7/2019
2019045850,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",332993.16,3460,DONE,8/1/2019,8/7/2019
2019047035,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,178437.6,1584,ISSUE,8/6/2019,8/7/2019
2019038404,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",200000,0,DONE,6/27/2019,8/7/2019
2019047133,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,24332.4,216,ISSUE,8/7/2019,8/7/2019
2019044184,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,36000,0,ISSUE,7/25/2019,8/7/2019
2019047168,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,108144,960,DONE,8/7/2019,8/7/2019
2019046835,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",27043.2,480,DONE,8/6/2019,8/7/2019
2019046830,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",27043.2,480,DONE,8/6/2019,8/7/2019
2019047179,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,14096.95,63,ISSUE,8/7/2019,8/7/2019
2019046845,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",27043.2,480,DONE,8/6/2019,8/7/2019
2019046841,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",27043.2,480,DONE,8/6/2019,8/7/2019
2019047209,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",3628.8,128,ISSUE,8/7/2019,8/7/2019
2019030328,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),900000,0,DONE,5/23/2019,8/7/2019
2019040995,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",111039.64,1524,ISSUE,7/11/2019,8/7/2019
2019038558,CARN,Building Residential - New,CAA01R301,Single Family Residence,331198.2,3180,ISSUE,6/28/2019,8/7/2019
2019038568,CARN,Building Residential - New,CAA01R301,Single Family Residence,331198.2,3180,ISSUE,6/28/2019,8/7/2019
2019046748,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,200560,375,DONE,8/6/2019,8/7/2019
2019046642,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",38140,140,ISSUE,8/5/2019,8/7/2019
2019043955,CARN,Building Residential - New,CAA01R301,Single Family Residence,469342.4,5214,DONE,7/24/2019,8/7/2019
2019043944,CARN,Building Residential - New,CAA01R301,Single Family Residence,317482.5,3244,DONE,7/24/2019,8/7/2019
2019043946,CARN,Building Residential - New,CAA01R301,Single Family Residence,317214.72,3238,DONE,7/24/2019,8/7/2019
2019046077,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",233920.05,2395,DONE,8/1/2019,8/7/2019
2019046074,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",244544.19,2407,DONE,8/1/2019,8/7/2019
2019046069,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",233920.05,2395,DONE,8/1/2019,8/7/2019
2019043629,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,19000,0,DONE,7/23/2019,8/7/2019
2019046597,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",55000,0,ISSUE,8/5/2019,8/7/2019
2019047295,CARN,Building Residential - New,CAA01R301,Single Family Residence,165212.1,1510,DONE,8/7/2019,8/7/2019
2019046761,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",287884.47,2803,DONE,8/6/2019,8/7/2019
2019047291,CARN,Building Residential - New,CAA01R301,Single Family Residence,133552.95,1211,DONE,8/7/2019,8/7/2019
2019047288,CARN,Building Residential - New,CAA01R301,Single Family Residence,128688.9,1200,DONE,8/7/2019,8/7/2019
2019046753,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",250574.58,2482,DONE,8/6/2019,8/7/2019
2019047283,CARN,Building Residential - New,CAA01R301,Single Family Residence,130264.5,1208,DONE,8/7/2019,8/7/2019
2019046789,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",287545.77,2797,DONE,8/6/2019,8/7/2019
2019047244,CARN,Building Residential - New,CAA01R301,Single Family Residence,165212.1,1510,DONE,8/7/2019,8/7/2019
2019046793,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",287545.77,2797,DONE,8/6/2019,8/7/2019
2019046797,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",287545.77,2797,DONE,8/6/2019,8/7/2019
2019039264,CARN,Building Residential - New,CAA01R301,Single Family Residence,266849.19,2657,DONE,7/2/2019,8/8/2019
2019042318,CARN,Building Residential - New,CAA01R301,Single Family Residence,22536,400,ISSUE,7/17/2019,8/8/2019
2019047538,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,207923,0,ISSUE,8/8/2019,8/8/2019
2019046190,CARN,Building Residential - New,CAA01R301,Single Family Residence,360317.37,3583,DONE,8/2/2019,8/8/2019
2019039261,CARN,Building Residential - New,CAA01R301,Single Family Residence,266849.19,2657,DONE,7/2/2019,8/8/2019
2019045504,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",200066.4,1776,DONE,7/31/2019,8/8/2019
2019045436,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",201643.5,1790,DONE,7/31/2019,8/8/2019
2019045458,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",161314.8,1432,DONE,7/31/2019,8/8/2019
2019045447,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144192,1280,DONE,7/31/2019,8/8/2019
2019045442,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144192,1280,DONE,7/31/2019,8/8/2019
2019045475,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",162891.9,1446,DONE,7/31/2019,8/8/2019
2019045482,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",162216,1440,DONE,7/31/2019,8/8/2019
2019045489,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144192,1280,DONE,7/31/2019,8/8/2019
2019045496,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144192,1280,DONE,7/31/2019,8/8/2019
2019044716,CARN,Building Residential - New,CAA01R301,Single Family Residence,283960.29,2595,DONE,7/26/2019,8/8/2019
2019044713,CARN,Building Residential - New,CAA01R301,Single Family Residence,287694.68,2636,DONE,7/26/2019,8/8/2019
2019037555,CARN,Building Residential - New,CAA01R301,Single Family Residence,339306.66,3838,ISSUE,6/25/2019,8/8/2019
2019038909,CARN,Building Residential - New,CAA01R301,Single Family Residence,728056.95,6463,DONE,7/1/2019,8/8/2019
2019025511,CACA,Building Commercial - Addition,CAF20M001,"Retail, Department / Retail Stores",6200000,0,ISSUE,5/2/2019,8/8/2019
2019047646,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",15867.6,280,ISSUE,8/8/2019,8/8/2019
2019035387,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",180000,0,ISSUE,6/14/2019,8/8/2019
2019047690,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,24500,0,ISSUE,8/8/2019,8/8/2019
2019045868,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",31230,0,DONE,8/1/2019,8/8/2019
2019039724,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,70000,0,DONE,7/5/2019,8/8/2019
2019046091,CARN,Building Residential - New,CAA01R301,Single Family Residence,378847.65,3845,DONE,8/1/2019,8/8/2019
2019046093,CARN,Building Residential - New,CAA01R301,Single Family Residence,391662.15,3839,DONE,8/1/2019,8/8/2019
2019046094,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",54522.6,484,DONE,8/1/2019,8/8/2019
2019047739,CARJ,Building Residential - Fire Damage,CAA01R301,Single Family Residence,15000,0,ISSUE,8/8/2019,8/8/2019
2019044270,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044277,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044310,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044314,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044320,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019040123,CACR,Building Commercial - Rehab,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",185000,0,ISSUE,7/8/2019,8/8/2019
2019044235,CARN,Building Residential - New,CAA01R301,Single Family Residence,219836.82,2248,DONE,7/25/2019,8/8/2019
2019044324,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044373,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019044241,CARN,Building Residential - New,CAA01R301,Single Family Residence,247743.45,2595,DONE,7/25/2019,8/8/2019
2019037038,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",285629.68,0,DONE,6/21/2019,8/8/2019
2019047383,CARN,Building Residential - New,CAA01R301,Single Family Residence,292067.85,3041,DONE,8/7/2019,8/8/2019
2019047391,CARN,Building Residential - New,CAA01R301,Single Family Residence,292067.85,3041,DONE,8/7/2019,8/8/2019
2019030419,CACH,Building Commercial - Shell,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",15296697.2,140156,DONE,5/23/2019,8/8/2019
2019046607,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,500000,0,ISSUE,8/5/2019,8/8/2019
2019047736,CACK,Building Commercial - Roofing / Siding,CAE07I002,Nursing Home,80000,0,ISSUE,8/8/2019,8/8/2019
2019040512,CARN,Building Residential - New,CAA01R301,Single Family Residence,315532.17,3103,ISSUE,7/9/2019,8/9/2019
2019040507,CARN,Building Residential - New,CAA01R301,Single Family Residence,279634.59,2835,ISSUE,7/9/2019,8/9/2019
2019040499,CARN,Building Residential - New,CAA01R301,Single Family Residence,291600.48,2896,ISSUE,7/9/2019,8/9/2019
2019040504,CARN,Building Residential - New,CAA01R301,Single Family Residence,317939.7,3180,ISSUE,7/9/2019,8/9/2019
2019047675,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",90000,0,DONE,8/8/2019,8/9/2019
2019045310,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,ISSUE,7/30/2019,8/9/2019
2019045340,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,ISSUE,7/30/2019,8/9/2019
2019045346,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,ISSUE,7/30/2019,8/9/2019
2019045421,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,ISSUE,7/31/2019,8/9/2019
2019045423,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,ISSUE,7/31/2019,8/9/2019
2019045430,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,ISSUE,7/31/2019,8/9/2019
2019045813,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,ISSUE,8/1/2019,8/9/2019
2019045815,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,ISSUE,8/1/2019,8/9/2019
2019045828,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,ISSUE,8/1/2019,8/9/2019
2019045829,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019045832,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019045833,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2018077576,CACR,Building Commercial - Rehab,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",750000,0,DONE,12/13/2018,8/9/2019
2019045837,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019045838,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019046007,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019046012,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019046014,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019046018,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019046021,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",194771.85,1729,DONE,8/1/2019,8/9/2019
2019046025,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019046028,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019046031,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019046034,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019046674,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",8033.4,180,ISSUE,8/5/2019,8/9/2019
2019046908,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",45060,400,ISSUE,8/6/2019,8/9/2019
2019046039,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",212908.5,1890,DONE,8/1/2019,8/9/2019
2019046664,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",6426.72,144,ISSUE,8/5/2019,8/9/2019
2019045830,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",204685.05,1817,DONE,8/1/2019,8/9/2019
2019020154,CACN,Building Commercial - New,CAF19A203,Restaurant (Full Service),239475.6,1935,DONE,4/8/2019,8/9/2019
2019047682,CARN,Building Residential - New,CAA01R301,Single Family Residence,342481.74,3382,DONE,8/8/2019,8/9/2019
2019047678,CARN,Building Residential - New,CAA01R301,Single Family Residence,342481.74,3382,DONE,8/8/2019,8/9/2019
2019047992,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",25000,0,DONE,8/9/2019,8/9/2019
2019047978,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",500,0,ISSUE,8/9/2019,8/9/2019
2019048023,CARR,Building Residential - Rehab,CAA14U011,"Accessory Structure, Shed / Storage Bldg",1000,0,ISSUE,8/9/2019,8/9/2019
2019035551,CARN,Building Residential - New,CAA01R301,Single Family Residence,185484.39,2065,DONE,6/16/2019,8/9/2019
2019041617,CARN,Building Residential - New,CAA01R301,Single Family Residence,225804.49,2435,DONE,7/15/2019,8/9/2019
2019048019,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,ISSUE,8/9/2019,8/9/2019
2019048034,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,11150,0,DONE,8/9/2019,8/9/2019
2019030827,CARN,Building Residential - New,CAA01R301,Single Family Residence,149938.77,1385,DONE,5/28/2019,8/9/2019
2019035459,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",430000,0,ISSUE,6/14/2019,8/9/2019
2019047592,CARN,Building Residential - New,CAA01R301,Single Family Residence,228551.34,2286,DONE,8/8/2019,8/9/2019
2019047632,CARN,Building Residential - New,CAA01R301,Single Family Residence,228551.34,2286,DONE,8/8/2019,8/9/2019
2019047638,CARN,Building Residential - New,CAA01R301,Single Family Residence,228551.34,2286,DONE,8/8/2019,8/9/2019
2019047658,CARN,Building Residential - New,CAA01R301,Single Family Residence,228551.34,2286,DONE,8/8/2019,8/9/2019
2019047666,CARN,Building Residential - New,CAA01R301,Single Family Residence,166692,1600,DONE,8/8/2019,8/9/2019
2019047700,CARN,Building Residential - New,CAA01R301,Single Family Residence,166692,1600,DONE,8/8/2019,8/9/2019
2019047697,CARN,Building Residential - New,CAA01R301,Single Family Residence,188601.09,1845,DONE,8/8/2019,8/9/2019
2019047695,CARN,Building Residential - New,CAA01R301,Single Family Residence,188601.09,1845,DONE,8/8/2019,8/9/2019
2019047693,CARN,Building Residential - New,CAA01R301,Single Family Residence,188601.09,1845,DONE,8/8/2019,8/9/2019
2019047689,CARN,Building Residential - New,CAA01R301,Single Family Residence,188601.09,1845,DONE,8/8/2019,8/9/2019
2019047673,CARN,Building Residential - New,CAA01R301,Single Family Residence,164439,1580,DONE,8/8/2019,8/9/2019
2019044691,CARN,Building Residential - New,CAA01R301,Single Family Residence,825513.99,8273,DONE,7/26/2019,8/9/2019
2019046822,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",291827.22,2838,DONE,8/6/2019,8/9/2019
2019046955,CARN,Building Residential - New,CAA01R301,Single Family Residence,262826.53,2693,DONE,8/6/2019,8/9/2019
2019046956,CARN,Building Residential - New,CAA01R301,Single Family Residence,262826.53,2693,DONE,8/6/2019,8/9/2019
2019030528,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",2400001,1,DONE,5/24/2019,8/9/2019
2019047735,CACR,Building Commercial - Rehab,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",22000,0,ISSUE,8/8/2019,8/12/2019
2019025392,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),862700,0,DONE,5/1/2019,8/12/2019
2019034644,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",489291,0,DONE,6/12/2019,8/12/2019
2019035967,CACR,Building Commercial - Rehab,CAE02I002,"Hospital, Institutional I-2",644530,0,DONE,6/18/2019,8/12/2019
2019040998,CACR,Building Commercial - Rehab,CAL14A401,"Stadium/Arena/Convention Cntr, Arenas",300000,0,DONE,7/11/2019,8/12/2019
2019040996,CACR,Building Commercial - Rehab,CAL14A303,"Stadium/Arena/Convention Cntr, Auditor.",150000,0,DONE,7/11/2019,8/12/2019
2019046979,CARN,Building Residential - New,CAA01R301,Single Family Residence,479557.96,5393,DONE,8/6/2019,8/12/2019
2018076008,CARN,Building Residential - New,CAA01R301,Single Family Residence,138036,0,DONE,12/5/2018,8/12/2019
2019048224,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",1000,0,ISSUE,8/12/2019,8/12/2019
2019044528,CARN,Building Residential - New,CAA01R301,Single Family Residence,306054.81,3097,DONE,7/26/2019,8/12/2019
2019044533,CARN,Building Residential - New,CAA01R301,Single Family Residence,306054.81,3097,DONE,7/26/2019,8/12/2019
2019048195,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",2000,0,ISSUE,8/12/2019,8/12/2019
2019047154,CARN,Building Residential - New,CAA01R301,Single Family Residence,308129.88,3228,DONE,8/7/2019,8/12/2019
2019048225,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",10000,0,ISSUE,8/12/2019,8/12/2019
2019045846,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",43000,0,ISSUE,8/1/2019,8/12/2019
2019047303,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019046317,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",34020,1200,ISSUE,8/2/2019,8/12/2019
2019047219,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019047240,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019047252,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019047285,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019047294,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019048187,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",22000,0,ISSUE,8/12/2019,8/12/2019
2019048048,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,100000,0,ISSUE,8/9/2019,8/12/2019
2019047297,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019047199,CARN,Building Residential - New,CAA01R301,Single Family Residence,106982.17,1001,DONE,8/7/2019,8/12/2019
2019048312,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",500,0,ISSUE,8/12/2019,8/12/2019
2019048154,CACT,Building Commercial - Tenant Finish Out,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1,0,DONE,8/12/2019,8/12/2019
2019048150,CACT,Building Commercial - Tenant Finish Out,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1,0,DONE,8/12/2019,8/12/2019
2019048162,CACT,Building Commercial - Tenant Finish Out,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1,0,DONE,8/12/2019,8/12/2019
2019048160,CACT,Building Commercial - Tenant Finish Out,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1,0,DONE,8/12/2019,8/12/2019
2019048158,CACT,Building Commercial - Tenant Finish Out,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",1,0,DONE,8/12/2019,8/12/2019
2019034079,CARN,Building Residential - New,CAA01R301,Single Family Residence,177536.85,1591,DONE,6/10/2019,8/12/2019
2019034056,CARN,Building Residential - New,CAA01R301,Single Family Residence,177536.85,1591,DONE,6/10/2019,8/12/2019
2019037743,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",1370157,0,ISSUE,6/25/2019,8/12/2019
2019042022,CACR,Building Commercial - Rehab,CAF18B011,"Personal Care Svcs,  Fitness Studio",165000,0,DONE,7/16/2019,8/12/2019
2019027753,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",354798.5,2975,ISSUE,5/13/2019,8/12/2019
2019048420,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",3000,0,DONE,8/12/2019,8/12/2019
2019048424,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,10000,0,ISSUE,8/12/2019,8/12/2019
2019048163,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,14250,400,ISSUE,8/12/2019,8/13/2019
2018034319,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",411608.4,5320,DONE,6/14/2018,8/13/2019
2019037407,CARN,Building Residential - New,CAA01R301,Single Family Residence,34511.96,488,ISSUE,6/24/2019,8/13/2019
2019044681,CARN,Building Residential - New,CAA01R301,Single Family Residence,25076.92,227,ISSUE,7/26/2019,8/13/2019
2019048366,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",21534.6,380,ISSUE,8/12/2019,8/13/2019
2019039139,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,47811.2,283,ISSUE,7/2/2019,8/13/2019
2019048372,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",21534.6,380,ISSUE,8/12/2019,8/13/2019
2019037539,CARN,Building Residential - New,CAA01R301,Single Family Residence,51203.48,744,ISSUE,6/25/2019,8/13/2019
2019048494,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",11340,400,ISSUE,8/13/2019,8/13/2019
2019048443,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,11000,0,ISSUE,8/12/2019,8/13/2019
2019048432,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,23500,0,ISSUE,8/12/2019,8/13/2019
2019048567,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,40000,0,ISSUE,8/13/2019,8/13/2019
2019015712,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",1100000,0,DONE,3/18/2019,8/13/2019
2019048570,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,175000,0,DONE,8/13/2019,8/13/2019
2019048429,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",8618.4,304,ISSUE,8/12/2019,8/13/2019
2019045775,CARN,Building Residential - New,CAA01R301,Single Family Residence,48962.88,864,ISSUE,7/31/2019,8/13/2019
2019048589,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,25000,0,ISSUE,8/13/2019,8/13/2019
2019048442,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",9072,320,ISSUE,8/12/2019,8/13/2019
2019048619,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,48500,0,ISSUE,8/13/2019,8/13/2019
2019048610,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",12853.44,288,ISSUE,8/13/2019,8/13/2019
2019045080,CACN,Building Commercial - New,CAH01M001,"Building Contractor Supply, Retail",10000,0,ISSUE,7/30/2019,8/13/2019
2019038918,CARN,Building Residential - New,CAA01R301,Single Family Residence,690431.85,6129,DONE,7/1/2019,8/13/2019
2019045658,CACF,Building Commercial - Foundation,CAF18B011,"Personal Care Svcs,  Fitness Studio",65520,7000,DONE,7/31/2019,8/13/2019
2019048632,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,25000,0,ISSUE,8/13/2019,8/13/2019
2019046465,CACR,Building Commercial - Rehab,CAF06A204,"Bar Or Nightclub, Tavern And Bars",75000,0,ISSUE,8/5/2019,8/13/2019
2019048696,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5265,0,ISSUE,8/13/2019,8/13/2019
2019048522,CARN,Building Residential - New,CAA01R301,Single Family Residence,247501.38,2474,DONE,8/13/2019,8/13/2019
2019048539,CARN,Building Residential - New,CAA01R301,Single Family Residence,270481.98,2678,DONE,8/13/2019,8/13/2019
2019048112,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,15000,0,ISSUE,8/9/2019,8/14/2019
2019027586,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),85000,0,ISSUE,5/10/2019,8/14/2019
2019034403,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",925710,0,ISSUE,6/11/2019,8/14/2019
2019047809,CARN,Building Residential - New,CAA01R301,Single Family Residence,183521.85,1689,DONE,8/8/2019,8/14/2019
2019047804,CARN,Building Residential - New,CAA01R301,Single Family Residence,183521.85,1689,DONE,8/8/2019,8/14/2019
