PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,Temp U&O Complete Date,Final U&O Complete Date
2018020688,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",DONE,4/13/2018,8/7/2018,CABUO,U&O Letter,1/13/2020,6/23/2020
2018020695,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",DONE,4/13/2018,8/7/2018,CABUO,U&O Letter,1/13/2020,6/23/2020
2018022695,CARN,Building Residential - New,CAA02R302,Duplex,DONE,4/23/2018,8/7/2018,CABUO,U&O Letter,,10/30/2019
2018037757,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",DONE,6/28/2018,8/7/2018,CABUO,U&O Letter,11/15/2018,12/19/2018
2018039916,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/10/2018,8/7/2018,CABUO,U&O Letter,,5/3/2019
2018044274,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,2/5/2020
2018044279,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,2/5/2020
2018044283,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,2/5/2020
2018044294,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,2/5/2020
2018044298,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,5/20/2020
2018044351,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,5/20/2020
2018044356,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/27/2018,8/7/2018,CABUO,U&O Letter,,5/20/2020
2018044877,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/31/2018,8/7/2018,CABUO,U&O Letter,,12/17/2018
2018044910,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/31/2018,8/7/2018,CABUO,U&O Letter,,7/31/2019
2018044921,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/31/2018,8/7/2018,CABUO,U&O Letter,,9/16/2019
2018045301,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/1/2018,8/7/2018,CABUO,U&O Letter,,4/11/2019
2018045306,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/1/2018,8/7/2018,CABUO,U&O Letter,,6/5/2019
2018045731,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/7/2018,CABUO,U&O Letter,12/26/2018,3/5/2019
2018045733,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/7/2018,CABUO,U&O Letter,12/28/2018,3/5/2019
2018045735,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/7/2018,CABUO,U&O Letter,1/24/2019,4/8/2019
2018045736,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/7/2018,CABUO,U&O Letter,12/28/2018,3/5/2019
2018045902,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/3/2018,8/7/2018,CABUO,U&O Letter,1/25/2019,4/22/2019
2018046010,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",DONE,8/3/2018,8/7/2018,CABUO,U&O Letter,,1/25/2019
2018046195,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/6/2018,8/7/2018,CABUO,U&O Letter,,5/24/2019
2018046357,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/6/2018,8/7/2018,CABUO,U&O Letter,,2/25/2019
2018046424,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/6/2018,8/7/2018,CABUO,U&O Letter,,6/9/2020
2018046507,CACR,Building Commercial - Rehab,CAF21S001,"Self Service Storage, Storage Mod Hazard",DONE,8/7/2018,8/7/2018,CABUO,U&O Letter,,11/14/2018
2018046535,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/7/2018,8/7/2018,CABUO,U&O Letter,,3/4/2019
2019030328,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),DONE,5/23/2019,8/7/2019,CABUO,U&O Letter,,4/2/2020
2019038404,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,6/27/2019,8/7/2019,CABUO,U&O Letter,9/17/2019,2/26/2020
2019043629,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,7/23/2019,8/7/2019,CABUO,U&O Letter,,1/9/2020
2019043944,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/24/2019,8/7/2019,CABUO,U&O Letter,,4/6/2020
2019043946,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/24/2019,8/7/2019,CABUO,U&O Letter,,5/22/2020
2019043955,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/24/2019,8/7/2019,CABUO,U&O Letter,,6/15/2020
2019045847,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045850,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045858,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045864,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045870,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045873,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045880,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045882,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045883,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,12/14/2020,12/15/2020
2019045892,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045893,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045897,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045901,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045906,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045908,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019045913,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,12/29/2020
2019046069,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,3/24/2020
2019046074,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,3/24/2020
2019046077,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/7/2019,CABUO,U&O Letter,,3/24/2020
2019046748,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,7/20/2020
2019046753,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,8/17/2020
2019046761,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,8/17/2020
2019046789,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,8/20/2020
2019046793,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,8/20/2020
2019046797,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,8/18/2020
2019046830,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,6/22/2020
2019046835,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,7/29/2020
2019046841,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,7/29/2020
2019046845,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/6/2019,8/7/2019,CABUO,U&O Letter,,7/29/2020
2019047168,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,11/8/2019
2019047244,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,7/24/2020
2019047283,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,7/24/2020
2019047288,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,7/24/2020
2019047291,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,7/24/2020
2019047295,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/7/2019,CABUO,U&O Letter,,7/24/2020
2020028153,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,5/5/2020,8/7/2020,CABUO,U&O Letter,,1/28/2021
2020028369,CACN,Building Commercial - New,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",ISSUE,5/6/2020,8/7/2020,CABUO,U&O Letter,6/1/2021,
2020035093,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,6/5/2020,8/7/2020,CABUO,U&O Letter,,4/8/2021
2020035094,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,6/5/2020,8/7/2020,CABUO,U&O Letter,,4/1/2021
2020039120,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,6/24/2020,8/7/2020,CABUO,U&O Letter,,3/23/2021
2018028198,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,5/17/2018,8/8/2018,CABUO,U&O Letter,,2/11/2020
2018031647,CACR,Building Commercial - Rehab,CAF20M002,"Retail, Drug Stores",DONE,6/4/2018,8/8/2018,CABUO,U&O Letter,10/7/2019,10/7/2019
2018036295,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",DONE,6/21/2018,8/8/2018,CABUO,U&O Letter,,4/3/2019
2018041671,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,7/17/2018,8/8/2018,CABUO,U&O Letter,,4/18/2019
2018044878,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/31/2018,8/8/2018,CABUO,U&O Letter,,2/22/2019
2018044883,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/31/2018,8/8/2018,CABUO,U&O Letter,,2/12/2019
2018045373,CARJ,Building Residential - Fire Damage,CAA01R301,Single Family Residence,DONE,8/1/2018,8/8/2018,CABUO,U&O Letter,,5/15/2019
2018045653,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/8/2018,CABUO,U&O Letter,10/18/2019,12/26/2019
2018045659,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2018,8/8/2018,CABUO,U&O Letter,10/21/2019,12/30/2019
2018046266,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",DONE,8/6/2018,8/8/2018,CABUO,U&O Letter,,1/17/2019
2018046651,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",DONE,8/7/2018,8/8/2018,CABUO,U&O Letter,,11/28/2018
2018046838,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/8/2018,8/8/2018,CABUO,U&O Letter,,9/19/2018
2018046907,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/8/2018,8/8/2018,CABUO,U&O Letter,,5/20/2019
2018046921,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,8/8/2018,8/8/2018,CABUO,U&O Letter,,1/17/2020
2018046924,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,8/8/2018,8/8/2018,CABUO,U&O Letter,,8/3/2020
2018046930,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/8/2018,8/8/2018,CABUO,U&O Letter,,9/13/2018
2019025511,CACA,Building Commercial - Addition,CAF20M001,"Retail, Department / Retail Stores",ISSUE,5/2/2019,8/8/2019,CABUO,U&O Letter,12/10/2020,
2019030419,CACH,Building Commercial - Shell,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",DONE,5/23/2019,8/8/2019,CABUO,U&O Letter,1/26/2021,4/16/2021
2019037038,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",DONE,6/21/2019,8/8/2019,CABUO,U&O Letter,,1/23/2020
2019038909,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/1/2019,8/8/2019,CABUO,U&O Letter,,12/31/2020
2019039261,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/2/2019,8/8/2019,CABUO,U&O Letter,6/9/2020,7/1/2020
2019039264,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/2/2019,8/8/2019,CABUO,U&O Letter,7/16/2020,7/30/2020
2019039724,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,7/5/2019,8/8/2019,CABUO,U&O Letter,,6/10/2020
2019040123,CACR,Building Commercial - Rehab,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",ISSUE,7/8/2019,8/8/2019,CABUO,U&O Letter,7/21/2020,
2019044235,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044241,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,4/1/2020
2019044270,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,4/1/2020
2019044277,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,4/1/2020
2019044310,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044314,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044320,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044324,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044373,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/25/2019,8/8/2019,CABUO,U&O Letter,,2/28/2020
2019044713,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/26/2019,8/8/2019,CABUO,U&O Letter,,6/2/2020
2019044716,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/26/2019,8/8/2019,CABUO,U&O Letter,,5/19/2020
2019045436,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/5/2019
2019045442,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/5/2019
2019045447,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/5/2019
2019045458,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/5/2019
2019045475,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/30/2019
2019045482,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/30/2019
2019045489,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/30/2019
2019045496,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/30/2019
2019045504,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,7/31/2019,8/8/2019,CABUO,U&O Letter,,12/30/2019
2019045868,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,8/1/2019,8/8/2019,CABUO,U&O Letter,,10/23/2019
2019046091,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/1/2019,8/8/2019,CABUO,U&O Letter,,3/5/2020
2019046093,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/1/2019,8/8/2019,CABUO,U&O Letter,3/9/2020,3/19/2020
2019046094,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/1/2019,8/8/2019,CABUO,U&O Letter,,5/13/2020
2019046190,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/2/2019,8/8/2019,CABUO,U&O Letter,,2/7/2020
2019047383,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/8/2019,CABUO,U&O Letter,,5/6/2020
2019047391,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2019,8/8/2019,CABUO,U&O Letter,,5/7/2020
2018029551,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),DONE,5/24/2018,8/9/2018,CABUO,U&O Letter,,12/12/2018
2018036259,CACF,Building Commercial - Foundation,CAI01A317,"Airport/Heliport, Passngr Statn(Waitarea",DONE,6/21/2018,8/9/2018,CABUO,U&O Letter,,9/30/2020
2018037860,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,6/28/2018,8/9/2018,CABUO,U&O Letter,,11/22/2019
2018039693,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,7/9/2018,8/9/2018,CABUO,U&O Letter,,2/21/2019
2018041263,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/16/2018,8/9/2018,CABUO,U&O Letter,,6/10/2019
2018041271,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/16/2018,8/9/2018,CABUO,U&O Letter,,11/14/2019
2018045783,CACP,Building Commercial - Change Contractor,CAD02B016,"General Office, Professional Services",DONE,8/3/2018,8/9/2018,CABUO,U&O Letter,,10/22/2018
2018045980,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",DONE,8/3/2018,8/9/2018,CABUO,U&O Letter,,7/29/2019
2018046109,CACR,Building Commercial - Rehab,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",DONE,8/6/2018,8/9/2018,CABUO,U&O Letter,,11/2/2018
2018046286,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",DONE,8/6/2018,8/9/2018,CABUO,U&O Letter,,5/15/2019
2018046562,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/7/2018,8/9/2018,CABUO,U&O Letter,,2/22/2019
2018046988,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,8/8/2018,8/9/2018,CABUO,U&O Letter,,10/5/2018
2018047048,CACJ,Building Commercial - Fire Damage,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",DONE,8/8/2018,8/9/2018,CABUO,U&O Letter,,12/10/2018
2018047307,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,DONE,8/9/2018,8/9/2018,CABUO,U&O Letter,,2/13/2020
2018077576,CACR,Building Commercial - Rehab,CAA03R399,"Multifamily, Apt / Twnhome > 5 Unit Bldg",DONE,12/13/2018,8/9/2019,CABUO,U&O Letter,,2/4/2021
2019020154,CACN,Building Commercial - New,CAF19A203,Restaurant (Full Service),DONE,4/8/2019,8/9/2019,CABUO,U&O Letter,,6/8/2020
2019030528,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",DONE,5/24/2019,8/9/2019,CABUO,U&O Letter,,1/13/2020
2019030827,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,5/28/2019,8/9/2019,CABUO,U&O Letter,,12/30/2019
2019035551,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,6/16/2019,8/9/2019,CABUO,U&O Letter,,12/9/2019
2019041617,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/15/2019,8/9/2019,CABUO,U&O Letter,,12/13/2019
2019044691,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,7/26/2019,8/9/2019,CABUO,U&O Letter,,7/24/2020
2019045430,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,7/31/2019,8/9/2019,CABUO,U&O Letter,4/29/2021,
2019045813,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,8/1/2019,8/9/2019,CABUO,U&O Letter,4/28/2021,
2019045815,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,8/1/2019,8/9/2019,CABUO,U&O Letter,4/28/2021,
2019045828,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",ISSUE,8/1/2019,8/9/2019,CABUO,U&O Letter,4/29/2021,
2019045829,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,3/22/2021,4/2/2021
2019045830,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,3/22/2021,4/2/2021
2019045832,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,3/22/2021,4/2/2021
2019045833,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,3/22/2021,4/2/2021
2019045837,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,12/30/2020,2/22/2021
2019045838,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,12/30/2020,2/22/2021
2019046007,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,12/30/2020,2/22/2021
2019046012,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,12/28/2020,2/22/2021
2019046014,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,,2/26/2021
2019046018,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,9/9/2020,12/1/2020
2019046021,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,9/23/2020,12/1/2020
2019046025,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,8/20/2020,12/1/2020
2019046028,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,,12/1/2020
2019046031,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,8/20/2020,12/1/2020
2019046034,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,9/23/2020,12/1/2020
2019046039,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/1/2019,8/9/2019,CABUO,U&O Letter,8/20/2020,12/1/2020
2019046822,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",DONE,8/6/2019,8/9/2019,CABUO,U&O Letter,,8/20/2020
2019046955,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/6/2019,8/9/2019,CABUO,U&O Letter,,6/5/2020
2019046956,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/6/2019,8/9/2019,CABUO,U&O Letter,,5/22/2020
2019047592,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,6/18/2020
2019047632,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/24/2020
2019047638,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,5/19/2020
2019047658,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/24/2020
2019047666,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/22/2020
2019047673,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/22/2020
2019047675,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,12/16/2019
2019047678,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,5/13/2020
2019047682,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/20/2020
2019047689,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,5/6/2020
2019047693,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,5/6/2020
2019047695,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,5/6/2020
2019047697,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/29/2020
2019047700,CARN,Building Residential - New,CAA01R301,Single Family Residence,DONE,8/8/2019,8/9/2019,CABUO,U&O Letter,,4/22/2020
2019047992,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",DONE,8/9/2019,8/9/2019,CABUO,U&O Letter,,8/19/2020
2019048034,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,DONE,8/9/2019,8/9/2019,CABUO,U&O Letter,,6/16/2020
